year,month,day,day_of_week,date,total_cyclist_injured,total_cyclist_killed,collisions_w_cyclists_inj_kill,total_motorist_injured,total_motorist_killed,collisions_w_motorists_inj_kill,total_pedestrians_injured,total_pedestrians_killed,collisions_w_pedestrians_inj_kill,total_persons_injured,total_persons_killed,collisions_w_persons_inj_kill,collisions_w_fatalities,total_vehicles_involved,total_collisions,aggressive_driving_road_rage,animals_action,backing_unsafely,driver_inattention_distraction,driver_inexperience,driver_unwell_medical,environmental_defect_failure,failure_to_keep_right,failure_to_yield_right_of_way,following_too_closely,oversized_vehicle,passing_or_lane_usage_improper,pedestrian_bicyclist_other_pedestrian_error_confusion,physical_disability,reaction_to_uninvolved_vehicle,traffic_control_disregarded,turning_improperly,unsafe_speed,vehicle_failure,visual_distraction_obstruction,temp_c,slp_c,visib_c,wdsp_c,prcp_c,fog_c,avg_speed_all
2023,1,1,1,2023-01-01,4,0,4,106,0,64,25,1,25,135,1,91,1,547,272,1,0,6,82,5,19,8,1,21,21,0,31,5,0,1,7,3,19,8,1,50.3,1009.6,6.2,12.4,0.63,1,37.865727472899728
2023,1,2,2,2023-01-02,10,1,11,70,1,44,36,0,18,116,2,72,2,374,201,2,0,5,50,8,9,1,0,11,5,0,23,0,0,2,7,4,18,11,4,45.8,1017.7,10.0,7.6,0.2,0,39.071282181571817
2023,1,3,3,2023-01-03,9,0,9,61,0,46,28,0,28,98,0,83,0,400,220,3,0,9,53,7,1,7,0,22,7,1,15,1,0,1,3,5,11,9,10,45.6,1019.4,5.8,7.3,0.0,1,34.807424345076782
2023,1,4,4,2023-01-04,10,0,10,56,0,43,41,0,38,107,0,91,0,452,246,4,0,6,50,3,9,1,1,28,19,1,26,1,0,4,5,11,7,15,6,52.4,1011.3,3.4,8.0,0.23,1,34.558285060975606
2023,1,5,5,2023-01-05,8,1,8,82,1,51,35,0,34,125,2,93,2,415,228,1,0,9,58,3,6,2,1,26,11,2,28,2,0,1,3,9,10,11,0,49.0,1012.8,2.1,10.3,0.16,1,34.564526592140922
2023,1,6,6,2023-01-06,8,0,8,92,0,63,27,1,27,127,1,97,1,450,229,4,0,7,65,4,11,2,0,14,15,1,35,1,0,1,9,4,14,8,4,46.6,1013.4,3.7,9.0,0.1,0,33.716015977868111
2023,1,7,7,2023-01-07,7,0,7,60,0,43,13,0,12,80,0,61,0,345,177,1,0,6,52,3,8,1,1,9,15,1,20,2,0,5,11,9,10,6,2,41.2,1017.1,9.1,7.5,0.1,0,37.339038222673892
2023,1,8,1,2023-01-08,7,0,7,55,1,43,18,0,18,80,1,68,1,339,183,2,0,8,43,2,8,0,0,14,14,1,21,2,0,0,5,2,10,8,2,36.9,1022.8,10.0,9.9,0.0,0,38.826405826558265
2023,1,9,2,2023-01-09,8,0,8,79,0,55,23,0,21,110,0,84,0,437,239,3,1,11,52,5,6,2,1,13,20,2,31,1,0,4,10,6,4,15,4,41.1,1013.7,9.8,8.2,0.0,0,34.952428861788619
2023,1,10,3,2023-01-10,4,1,5,95,0,61,30,0,30,129,1,95,1,447,247,3,1,5,72,4,3,0,0,16,17,1,34,0,0,2,1,17,10,7,6,39.3,1013.2,10.0,9.7,0.02,0,35.165068694937823
2023,1,11,4,2023-01-11,6,0,6,70,0,50,16,0,16,92,0,72,0,402,212,2,0,4,48,5,9,2,0,16,18,1,30,1,0,4,12,5,9,10,1,37.5,1022.0,10.0,6.9,0.0,0,35.419192073170734
2023,1,12,5,2023-01-12,12,0,12,72,0,48,51,2,52,135,2,112,2,494,275,2,0,11,71,2,2,6,0,28,23,1,23,2,0,6,11,6,10,10,5,39.6,1023.8,10.0,10.4,0.0,0,31.786877258355918
2023,1,13,6,2023-01-13,11,0,11,118,0,74,30,0,29,159,0,114,0,558,294,3,1,10,73,3,6,6,2,28,23,1,32,5,3,4,8,11,7,9,4,50.0,1008.1,4.5,14.4,0.18,1,34.322558029928125
2023,1,21,7,2023-01-21,6,0,6,97,1,63,12,0,12,115,1,81,1,435,223,2,0,8,65,7,14,0,0,6,12,1,21,1,0,2,9,6,11,12,3,36.7,1015.5,9.5,9.9,0.03,0,34.263204495979387
2023,1,22,1,2023-01-22,2,0,2,97,0,52,38,0,36,137,0,90,0,437,238,1,0,3,64,8,11,4,0,21,12,0,21,0,0,3,8,2,13,6,7,36.2,1022.4,10.0,6.6,0.0,0,35.77271087398374
2023,1,23,2,2023-01-23,6,0,6,98,0,63,49,0,45,153,0,113,0,451,251,2,0,6,71,9,2,3,1,27,10,1,28,4,0,2,6,5,9,8,4,45.2,996.6,2.9,13.2,0.67,1,32.886240860457896
2023,1,24,3,2023-01-24,11,0,11,75,0,50,25,0,24,111,0,85,0,445,232,6,0,9,57,4,4,0,0,22,17,2,32,1,0,3,5,10,11,8,6,36.3,1013.9,9.8,15.2,0.04,0,33.752845246160796
2023,1,25,4,2023-01-25,11,0,11,72,0,54,44,0,42,127,0,106,0,446,251,0,0,9,64,5,11,2,0,24,20,1,29,3,0,1,7,8,8,13,5,36.9,1024.5,10.0,7.3,0.0,0,32.867181748791452
2023,1,26,5,2023-01-26,1,0,1,78,0,54,27,0,27,106,0,82,0,470,252,3,0,13,63,6,3,3,0,19,18,3,26,1,0,3,8,10,13,12,2,47.6,1003.4,5.5,22.4,0.85,0,32.458447662601628
2023,1,27,6,2023-01-27,9,0,9,71,0,46,22,1,23,102,1,77,1,434,229,1,0,13,65,8,4,2,0,20,15,1,23,2,0,3,7,6,10,8,6,38.4,1015.4,9.9,10.7,0.01,0,33.405032746160792
2023,1,28,7,2023-01-28,7,0,7,71,1,53,25,1,25,103,2,84,2,483,251,2,0,8,63,6,13,0,0,12,22,0,28,2,1,2,5,7,13,14,3,39.7,1023.4,10.0,8.1,0.0,0,35.257379742547428
2023,1,29,1,2023-01-29,7,0,7,69,3,51,13,0,12,89,3,69,2,401,210,3,0,5,56,5,2,1,0,16,16,2,21,2,0,1,12,5,15,5,4,43.9,1025.9,9.6,9.3,0.0,0,37.204279018550416
2023,1,30,2,2023-01-30,9,0,9,77,0,55,23,0,23,109,0,86,0,425,225,3,0,10,59,4,3,0,0,11,12,0,40,4,0,1,4,7,5,6,4,44.6,1020.3,9.4,7.9,0.02,1,33.724658705962057
2023,1,31,3,2023-01-31,9,0,9,77,0,57,27,0,27,113,0,93,0,488,254,0,0,14,69,4,7,5,0,20,17,0,32,1,0,2,5,4,7,16,4,38.2,1019.4,7.6,9.5,0.0,1,31.78274785456188
2023,2,1,4,2023-02-01,7,0,7,77,0,58,35,0,35,119,0,100,0,476,251,3,0,9,70,4,6,5,2,21,21,2,23,3,0,1,11,12,6,11,5,30.8,1022.7,8.4,10.3,0.02,0,31.8986060298103
2023,2,2,5,2023-02-02,12,0,12,105,0,72,25,0,24,142,0,108,0,477,259,2,1,8,66,4,8,1,0,20,18,1,39,4,0,2,11,8,12,8,2,28.2,1021.8,10.0,6.0,0.0,0,32.304471388645794
2023,2,3,6,2023-02-03,9,0,9,99,1,67,32,0,31,140,1,107,1,555,305,2,0,16,80,4,10,1,0,20,19,1,31,0,0,2,11,11,14,16,4,30.4,1008.6,10.0,20.7,0.0,0,32.576057475158088
2023,2,4,7,2023-02-04,4,0,4,91,0,59,11,0,11,106,0,74,0,410,221,4,0,6,63,5,11,1,1,10,16,2,32,2,0,3,5,6,13,15,1,6.2,1028.8,10.0,19.3,0.0,0,36.343225121101383
2023,2,5,1,2023-02-05,8,0,8,82,0,49,16,1,17,106,1,74,1,405,205,5,0,5,66,7,11,0,0,13,20,0,21,1,0,1,5,4,2,10,5,36.3,1025.0,9.4,13.5,0.0,0,36.564362199371125
2023,2,6,2,2023-02-06,8,0,8,89,0,67,27,0,25,124,0,98,0,483,251,2,0,11,62,5,8,0,1,16,30,2,33,4,0,2,5,8,10,12,2,42.3,1014.4,6.8,11.1,0.0,1,33.041752201897019
2023,2,7,3,2023-02-07,9,0,9,87,0,63,18,0,18,114,0,90,0,474,252,1,0,8,72,9,4,3,0,21,16,2,33,4,1,3,4,5,11,10,1,34.6,1023.5,10.0,17.6,0.0,0,32.820245878500451
2023,2,8,4,2023-02-08,13,0,13,83,1,56,38,0,37,134,1,106,1,402,227,0,0,6,60,7,1,1,0,24,17,2,23,4,0,5,7,3,7,10,3,40.8,1019.2,9.2,10.7,0.05,0,32.387690550070523
2023,2,9,5,2023-02-09,3,0,3,64,0,52,28,0,26,95,0,81,0,442,232,2,0,5,59,8,8,0,0,22,12,3,29,1,0,3,3,5,7,9,5,39.9,1024.6,10.0,6.7,0.0,0,32.723359111639894
2023,2,10,6,2023-02-10,13,0,12,131,0,86,29,0,29,173,0,125,0,576,293,3,0,6,86,2,5,0,0,26,21,1,29,3,0,6,13,3,13,16,7,48.1,1010.2,7.1,14.8,0.0,1,31.479806813281588
2023,2,11,7,2023-02-11,8,0,8,80,0,55,29,0,28,117,0,91,0,503,258,3,0,14,59,9,13,1,1,19,17,0,30,3,0,4,4,5,9,12,1,40.5,1018.3,10.0,13.0,0.0,0,34.196479394353368
2023,2,12,1,2023-02-12,7,0,7,67,0,41,20,0,19,94,0,67,0,380,201,2,0,7,45,5,17,2,1,11,11,0,17,1,0,4,6,6,11,9,1,38.2,1021.0,10.0,7.1,0.0,0,36.883493852459019
2023,2,13,2,2023-02-13,16,0,16,106,1,74,28,0,27,150,1,116,1,475,259,10,0,6,65,8,4,3,1,18,24,2,28,4,0,4,11,7,9,9,4,42.2,1001.8,7.8,14.6,0.53,0,34.190693590619311
2023,2,14,3,2023-02-14,11,0,11,105,0,64,17,0,17,133,0,91,0,480,253,4,0,9,57,3,4,0,0,18,26,1,38,5,0,2,5,9,15,15,6,40.3,1010.2,9.4,7.9,0.14,0,32.077023850182151
2023,2,15,4,2023-02-15,16,0,16,97,0,66,25,0,25,138,0,104,0,507,262,2,1,10,64,5,3,0,0,25,19,0,39,3,0,1,6,5,10,17,1,41.2,1020.7,9.1,9.3,0.0,0,32.262231614298727
2023,2,16,5,2023-02-16,14,0,14,88,0,56,31,0,29,133,0,98,0,491,259,2,0,6,72,5,3,1,0,20,23,0,43,1,0,3,9,3,6,6,3,47.6,1014.7,8.0,10.5,0.0,0,30.894640539617487
2023,2,17,6,2023-02-17,10,0,10,115,0,76,23,2,25,148,2,110,2,516,274,3,1,12,78,9,6,4,0,14,17,4,24,3,0,7,7,2,10,16,8,47.6,1006.1,1.4,11.9,0.05,1,30.230016222677595
2023,2,18,7,2023-02-18,10,0,10,87,0,60,10,1,11,107,1,80,1,491,251,1,1,6,61,9,15,1,1,18,15,0,30,2,0,4,9,6,16,12,7,32.3,1021.4,9.3,15.8,0.09,0,33.456180099388817
2023,2,19,1,2023-02-19,10,0,10,102,0,61,17,1,17,129,1,87,1,494,233,4,0,14,64,2,12,2,1,14,19,1,24,4,0,3,7,4,9,14,2,39.2,1027.4,10.0,8.2,0.0,0,34.976182098589135
2023,2,20,2,2023-02-20,5,0,5,83,0,41,18,0,17,106,0,63,0,347,184,3,0,6,44,4,9,0,0,7,13,2,15,3,0,3,7,5,10,14,2,46.2,1011.6,5.3,13.2,0.17,1,34.118984232695809
2023,2,21,3,2023-02-21,7,1,8,113,0,68,22,1,23,142,2,98,2,416,222,0,0,8,59,3,7,3,0,12,24,3,29,3,0,3,10,8,9,8,6,40.8,1003.7,8.8,8.7,0.0,0,31.922124967473327
2023,2,22,4,2023-02-22,5,0,5,77,0,45,14,0,14,96,0,64,0,398,207,1,1,7,61,4,3,3,0,16,9,0,22,3,0,2,4,6,10,6,1,40.4,1016.3,9.9,8.5,0.25,0,31.297978142076502
2023,2,23,5,2023-02-23,12,0,12,79,0,56,18,0,17,109,0,84,0,391,209,0,2,6,56,5,12,2,0,15,13,3,24,1,0,1,4,5,9,7,3,38.7,1014.2,7.4,10.2,0.14,0,31.288377416756177
2023,2,24,6,2023-02-24,5,1,6,86,0,64,28,1,29,119,2,99,2,514,268,5,0,10,77,5,9,1,0,16,18,0,28,1,0,4,7,7,9,11,3,38.9,1017.5,8.9,13.7,0.13,0,29.816456462641074
2023,2,25,7,2023-02-25,8,0,8,86,2,59,14,0,13,108,2,80,2,446,236,2,0,2,57,5,11,1,0,15,16,4,29,1,1,5,3,3,15,14,4,23.6,1030.8,8.7,11.5,0.0,0,33.843908811475409
2023,2,26,1,2023-02-26,7,0,7,89,0,57,20,0,20,116,0,84,0,441,230,2,0,4,56,8,13,0,1,11,8,0,24,0,0,7,12,6,15,14,5,27.9,1015.9,9.5,7.1,0.0,0,34.485167349726773
2023,2,27,2,2023-02-27,6,0,6,87,0,60,20,0,19,113,0,84,0,454,239,1,0,10,61,3,6,7,0,12,17,1,25,4,0,3,4,5,6,11,2,33.3,1012.8,10.0,11.3,0.0,0,31.283219856541045
2023,2,28,3,2023-02-28,6,0,6,76,0,56,16,0,15,98,0,75,0,421,225,0,0,7,57,5,1,19,1,12,18,2,24,1,0,3,11,3,10,10,3,34.8,1009.0,5.3,13.9,0.02,0,31.754271971766848
2023,3,1,4,2023-03-01,12,0,12,111,0,74,39,0,38,162,0,123,0,582,307,0,0,8,73,3,5,7,0,28,27,3,32,4,0,3,10,12,19,11,5,38.9,1018.0,9.4,9.8,0.01,0,30.419740429770883
2023,3,2,5,2023-03-02,13,0,13,74,0,48,27,0,27,114,0,88,0,449,244,2,0,8,68,6,8,2,0,16,16,2,24,3,0,4,4,1,4,10,3,43.2,1011.0,8.0,13.3,0.01,1,30.748767220767391
2023,3,3,6,2023-03-03,12,0,12,100,0,61,28,2,28,140,2,101,2,510,279,5,1,5,97,5,8,3,0,15,18,1,29,3,0,2,7,6,11,9,2,39.8,1013.8,10.0,11.9,0.0,0,31.229789674408014
2023,3,4,7,2023-03-04,10,1,11,105,0,65,16,0,16,131,1,92,1,492,265,2,0,10,69,8,12,11,3,16,10,1,21,3,0,4,13,4,13,13,3,39.8,1002.3,6.6,22.2,0.34,0,33.113004640040991
2023,3,5,1,2023-03-05,10,0,8,120,0,66,12,0,12,142,0,86,0,523,260,1,0,8,72,2,18,0,1,18,22,2,30,0,0,4,13,2,12,10,4,37.7,1015.4,9.1,11.7,0.02,0,32.250889685792352
2023,3,6,2,2023-03-06,16,0,16,103,0,65,22,0,21,141,0,100,0,466,250,3,0,12,60,4,4,2,0,17,17,0,33,4,0,3,7,7,7,10,6,42.0,1013.9,10.0,16.7,0.0,0,30.075596254553734
2023,3,7,3,2023-03-07,12,1,13,100,1,70,24,1,24,136,3,106,3,506,268,4,1,5,66,3,8,1,0,23,19,0,41,2,0,4,6,8,13,11,4,38.1,1005.7,10.0,14.5,0.0,0,30.357463115921391
2023,3,8,4,2023-03-08,12,0,12,62,0,51,27,0,27,101,0,89,0,423,230,2,1,6,56,4,7,0,0,19,16,1,28,5,0,0,8,8,7,9,3,36.6,1012.7,9.7,18.8,0.0,0,30.801442679872494
2023,3,9,5,2023-03-09,9,1,10,107,0,67,29,0,27,145,1,103,1,540,289,5,0,11,87,6,12,3,0,16,13,4,40,5,0,2,6,8,8,14,4,40.9,1017.2,10.0,14.8,0.0,0,30.346876696670954
2023,3,10,6,2023-03-10,12,0,12,89,0,62,42,1,43,143,1,117,1,531,283,2,0,12,70,4,7,11,1,31,31,1,28,7,0,4,11,6,5,10,3,38.7,1016.6,10.0,8.3,0.0,0,29.744911037093974
2023,3,11,7,2023-03-11,11,0,11,96,1,69,20,0,19,127,1,99,1,463,240,3,0,5,57,5,9,14,1,16,23,0,24,2,0,1,7,6,15,13,1,37.5,1006.9,9.0,14.7,0.09,0,33.421775956284151
2023,3,12,1,2023-03-12,10,0,10,93,0,62,10,0,10,113,0,82,0,394,206,0,0,8,57,6,10,0,0,14,16,1,19,1,0,2,4,4,11,16,3,39.6,1012.5,10.0,17.0,0.24,0,34.507619980993113
2023,3,13,2,2023-03-13,14,0,14,114,1,76,45,0,41,173,1,131,1,574,310,2,0,7,78,13,5,12,1,34,23,1,28,5,0,1,11,4,16,13,5,40.0,1015.5,9.5,9.3,0.0,0,30.46393613982978
2023,3,14,3,2023-03-14,5,0,5,94,0,58,36,0,36,135,0,99,0,493,264,5,0,9,69,6,6,7,0,26,15,2,28,2,0,0,9,10,9,13,3,42.1,998.2,7.6,17.8,0.18,0,32.219479005998288
2023,3,15,4,2023-03-15,15,0,15,110,0,79,35,0,31,160,0,124,0,511,273,4,0,12,58,9,6,1,0,20,19,2,30,3,0,6,12,3,11,18,4,38.2,998.4,9.3,20.7,0.23,0,30.418908255833855
2023,3,16,5,2023-03-16,14,0,14,93,0,62,22,0,22,129,0,98,0,472,241,6,0,10,68,5,8,1,0,26,12,2,22,3,0,2,7,3,9,14,7,40.7,1010.3,10.0,16.7,0.01,0,29.800812841530053
2023,3,17,6,2023-03-17,10,1,11,137,0,71,39,0,36,186,1,116,1,529,278,0,0,8,65,4,12,3,0,24,24,2,28,3,0,0,13,7,7,16,3,42.7,1010.3,9.9,9.8,0.0,0,30.801057889344264
2023,3,18,7,2023-03-18,12,0,12,74,0,48,13,0,13,99,0,73,0,449,229,1,0,15,61,5,9,3,0,9,9,1,29,2,0,0,7,15,12,11,3,45.3,1003.2,7.7,8.6,0.02,0,32.026440403005466
2023,3,19,1,2023-03-19,10,0,10,91,0,58,11,0,11,112,0,79,0,489,243,3,0,9,67,8,13,1,0,10,14,0,22,2,0,4,11,8,14,16,4,38.0,1010.0,10.0,14.6,0.01,0,33.001106557377049
2023,3,20,2,2023-03-20,13,0,13,93,1,65,34,1,33,140,2,109,1,526,282,4,0,11,89,6,9,2,2,25,12,1,30,1,1,4,11,3,11,10,3,36.5,1022.9,10.0,14.3,0.0,0,31.630796603891849
2023,3,21,3,2023-03-21,10,0,10,85,0,66,20,0,20,115,0,96,0,459,239,1,0,13,70,7,6,0,0,20,9,1,33,3,0,4,10,5,16,11,1,42.1,1026.1,10.0,10.8,0.0,0,30.328890854615494
2023,3,22,4,2023-03-22,15,0,15,71,0,46,21,2,21,107,2,81,2,404,216,3,0,8,64,6,4,0,1,13,19,0,32,1,0,4,7,8,7,6,4,42.8,1028.5,9.7,6.2,0.0,0,31.13154011707989
2023,3,23,5,2023-03-23,9,0,9,108,0,71,21,1,22,138,1,102,1,489,251,2,0,11,70,7,6,3,1,16,16,2,33,2,0,2,5,9,8,12,5,45.9,1018.0,6.5,9.7,0.03,1,30.166806703397611
2023,3,24,6,2023-03-24,12,0,12,92,0,66,26,0,23,130,0,100,0,457,240,4,0,4,62,8,6,0,1,15,24,1,22,2,0,4,3,10,14,4,5,46.3,1010.4,7.5,9.7,0.05,1,31.04148243801653
2023,3,25,7,2023-03-25,6,0,6,98,0,50,17,0,17,121,0,72,0,413,222,1,0,7,60,5,10,4,0,19,11,0,18,2,0,4,7,6,12,9,3,38.3,1019.0,9.5,10.0,0.0,0,32.220938934802568
2023,3,26,1,2023-03-26,19,0,18,114,0,65,23,0,23,156,0,104,0,543,283,0,0,5,70,5,16,4,0,24,18,1,29,2,0,1,8,8,16,10,5,46.5,1009.3,6.4,15.2,0.09,1,32.89643021120294
2023,3,27,2,2023-03-27,14,0,14,73,0,55,37,1,36,124,1,104,1,486,263,0,1,10,75,4,6,1,0,21,21,0,29,6,1,2,9,7,11,8,3,43.7,1016.8,9.7,6.5,0.0,0,31.146986340679522
2023,3,28,3,2023-03-28,15,0,15,88,0,60,17,0,17,120,0,92,0,453,240,1,0,8,71,5,4,2,0,15,9,4,25,3,0,5,6,8,13,11,4,42.1,1015.9,10.0,9.2,0.01,0,31.796250573921029
2023,3,29,4,2023-03-29,12,0,12,80,0,63,20,0,19,112,0,94,0,525,269,3,0,12,64,2,10,1,0,22,25,3,38,3,0,4,4,13,11,7,4,39.8,1019.3,9.6,6.6,0.0,0,30.037306301652894
2023,3,30,5,2023-03-30,15,0,15,91,0,58,29,2,30,135,2,103,2,547,291,2,0,9,85,8,5,3,0,18,20,1,41,4,0,4,4,4,16,12,7,39.4,1019.5,10.0,12.7,0.0,0,29.321936409550045
2023,3,31,6,2023-03-31,13,0,13,109,0,66,15,0,15,137,0,94,0,491,251,3,0,7,71,7,7,0,1,17,16,0,35,1,1,6,9,6,6,10,3,38.9,1026.2,10.0,9.8,0.0,0,30.910214359504131
2023,4,1,7,2023-04-01,15,0,15,110,0,73,26,0,26,151,0,113,0,512,272,0,1,7,82,5,12,2,0,18,21,0,34,2,0,6,7,7,11,9,4,48.8,1006.7,3.7,17.6,0.19,1,32.655583677685954
2023,4,2,1,2023-04-02,7,0,7,108,0,67,22,0,22,137,0,96,0,461,242,4,0,5,65,3,11,3,0,14,20,1,23,2,0,2,10,7,12,9,8,47.0,1004.3,7.8,14.5,0.31,1,33.3157016184573
2023,4,3,2,2023-04-03,9,0,8,114,0,78,24,0,24,147,0,110,0,496,257,3,0,8,65,4,5,1,0,22,32,0,21,4,0,1,9,7,12,11,8,40.3,1020.7,10.0,8.7,0.0,0,31.812756829660238
2023,4,4,3,2023-04-04,25,0,24,126,0,84,25,0,25,176,0,133,0,556,298,1,1,10,81,7,5,1,0,24,28,0,32,0,0,2,13,9,16,12,5,49.7,1018.9,10.0,9.1,0.0,0,31.346253443526169
2023,4,5,4,2023-04-05,15,1,15,119,0,76,27,2,29,161,3,117,3,508,270,1,1,7,69,6,11,5,0,19,23,0,28,1,0,1,10,8,13,14,10,47.5,1024.6,7.8,9.6,0.19,0,29.283544249311294
2023,4,6,5,2023-04-06,12,0,12,79,0,52,23,0,22,114,0,85,0,411,220,3,0,15,60,5,6,3,0,17,10,4,18,1,0,0,7,9,9,15,3,50.8,1021.5,4.6,9.3,0.02,1,32.219230371900828
2023,4,7,6,2023-04-07,14,0,14,118,0,54,11,0,11,143,0,78,0,393,206,2,0,10,49,4,4,1,0,15,8,2,25,4,0,2,7,5,11,10,5,50.0,1022.2,8.9,9.4,0.13,1,32.963976411845728
2023,4,8,7,2023-04-08,10,0,10,98,0,60,15,0,15,123,0,84,0,410,218,1,0,7,53,8,9,0,1,14,12,0,19,0,0,6,8,4,12,9,7,41.8,1029.4,10.0,9.9,0.11,0,33.496540274706085
2023,4,9,1,2023-04-09,9,0,9,83,1,51,17,0,16,109,1,75,1,415,208,2,1,8,55,10,7,0,0,13,11,0,16,1,0,4,9,10,13,9,5,40.9,1032.3,10.0,8.0,0.0,0,32.109001377410472
2023,4,10,2,2023-04-10,13,1,14,84,0,53,11,0,11,108,1,78,1,408,214,0,0,10,56,4,3,1,0,9,29,1,20,3,0,6,10,7,5,8,3,43.3,1030.1,10.0,10.6,0.0,0,31.166641414141413
2023,4,11,3,2023-04-11,11,0,11,88,2,57,19,0,19,118,2,87,1,385,204,1,2,8,52,6,3,0,1,20,21,1,16,1,0,4,5,7,6,15,4,47.9,1020.2,10.0,13.6,0.0,0,31.183086922834104
2023,4,12,4,2023-04-12,16,0,15,87,0,62,22,1,23,125,1,97,1,429,227,0,0,8,65,3,5,1,0,11,10,0,34,9,0,1,5,2,9,12,2,56.7,1007.9,10.0,14.7,0.0,0,31.629314451331496
2023,4,13,5,2023-04-13,28,0,27,83,0,56,17,0,16,128,0,98,0,457,233,2,0,4,70,8,5,0,1,9,20,0,27,5,0,6,7,6,13,9,2,53.4,1010.1,9.4,7.2,0.0,0,30.640850300089021
2023,4,14,6,2023-04-14,15,0,15,128,1,80,26,1,26,169,2,121,2,534,276,5,0,15,81,14,5,1,1,22,30,1,25,2,0,9,9,7,11,8,3,58.6,1010.7,10.0,8.4,0.0,0,29.485326561065197
2023,4,15,7,2023-04-15,9,0,9,93,0,67,11,2,13,113,2,89,2,470,236,2,0,9,59,7,13,2,0,10,20,0,30,2,0,3,7,7,15,12,2,53.3,1015.0,6.9,7.6,0.0,1,30.524211145546371
2023,4,16,1,2023-04-16,7,1,8,98,0,63,12,1,12,117,2,83,2,444,219,0,0,6,73,6,11,0,1,7,20,0,27,3,0,3,6,5,14,12,1,56.1,1011.4,5.0,6.1,0.46,1,32.288333620293848
2023,4,17,2,2023-04-17,12,0,12,109,0,72,25,0,25,146,0,109,0,462,253,0,0,5,74,3,5,3,0,22,19,0,20,4,1,3,18,5,7,16,1,51.1,1006.7,1.7,7.5,0.0,1,30.898876836547291
2023,4,18,3,2023-04-18,8,0,8,80,0,53,16,0,16,104,0,77,0,458,234,4,0,10,59,3,3,0,0,20,21,3,34,6,0,3,7,5,12,13,4,51.7,1006.6,8.3,12.6,0.0,1,29.223999368686869
2023,4,19,4,2023-04-19,19,0,19,84,1,60,26,0,20,129,1,98,1,523,267,3,0,6,77,12,9,0,0,12,22,3,32,3,0,2,11,8,14,11,5,48.2,1014.0,10.0,13.1,0.0,0,28.523727043158861
2023,4,20,5,2023-04-20,15,0,15,105,0,72,30,0,28,150,0,113,0,545,276,6,0,11,76,4,6,0,0,20,20,2,30,4,1,2,7,10,11,14,4,47.3,1021.5,10.0,9.1,0.0,0,28.132321510560146
2023,4,21,6,2023-04-21,22,0,22,123,0,80,20,0,20,165,0,121,0,588,303,4,0,9,88,7,10,0,0,17,23,2,35,2,0,3,8,10,14,23,2,47.8,1021.4,10.0,8.2,0.0,0,28.96826733241506
2023,4,22,7,2023-04-22,15,0,15,101,0,58,23,0,21,139,0,93,0,484,253,1,1,6,58,10,10,3,1,14,24,0,24,2,0,5,9,4,10,10,5,48.5,1019.6,10.0,13.7,0.0,0,30.161409837006428
2023,4,23,1,2023-04-23,8,0,8,116,0,71,14,0,11,138,0,89,0,504,266,1,0,12,75,6,10,12,0,17,15,2,26,1,0,0,12,6,15,20,3,49.6,1015.7,9.2,17.6,0.0,0,30.953429752066114
2023,4,24,2,2023-04-24,11,0,11,118,0,80,24,0,21,153,0,112,0,564,296,3,0,15,72,7,10,0,1,20,14,1,32,2,1,5,6,10,14,16,5,50.1,1015.9,7.8,6.8,0.19,1,30.920376779155188
2023,4,25,3,2023-04-25,14,0,14,101,0,63,19,0,17,134,0,93,0,487,255,3,0,7,69,7,6,1,0,22,21,2,32,2,0,4,4,4,6,17,10,48.9,1019.6,8.6,5.0,0.0,1,29.772198117539027
